Name,Created time,Progress,Progress statement,Total,⏰ Get up early,✍🏻 Journal,🏃🏻 Workout,📃 Reading,📈 Focused Work,🙏🏻 Gratitude & Self Love,🚶🏻‍♀️ Walking,🧘 Meditation,🧘🏻 Movement Practice,🪥 Floss
"@August 28, 2025","August 27, 2025 5:02 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 29, 2025","August 28, 2025 5:11 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 30, 2025","August 29, 2025 5:10 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 31, 2025","August 30, 2025 5:04 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 1, 2025","August 31, 2025 5:08 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 2, 2025","September 1, 2025 5:06 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 3, 2025","September 2, 2025 5:19 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 4, 2025","September 3, 2025 5:08 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 5, 2025","September 4, 2025 5:06 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 6, 2025","September 5, 2025 5:03 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 7, 2025","September 6, 2025 5:17 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 8, 2025","September 7, 2025 5:00 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 9, 2025","September 8, 2025 5:03 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 10, 2025","September 9, 2025 5:03 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 11, 2025","September 10, 2025 5:09 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 12, 2025","September 11, 2025 5:07 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 13, 2025","September 12, 2025 5:17 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 14, 2025","September 13, 2025 5:11 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 15, 2025","September 14, 2025 5:09 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 16, 2025","September 15, 2025 5:14 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 17, 2025","September 16, 2025 5:03 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 18, 2025","September 17, 2025 5:13 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 19, 2025","September 18, 2025 5:17 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 20, 2025","September 19, 2025 5:06 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 21, 2025","September 20, 2025 5:08 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 22, 2025","September 21, 2025 5:12 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 23, 2025","September 22, 2025 5:04 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 24, 2025","September 23, 2025 5:15 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 25, 2025","September 24, 2025 5:11 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 26, 2025","September 25, 2025 5:07 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 27, 2025","September 26, 2025 5:00 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 28, 2025","September 27, 2025 5:07 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 29, 2025","September 28, 2025 5:02 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 30, 2025","September 29, 2025 5:19 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 1, 2025","September 30, 2025 5:17 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 2, 2025","October 1, 2025 5:09 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 3, 2025","October 2, 2025 5:16 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 4, 2025","October 3, 2025 5:00 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 5, 2025","October 4, 2025 5:04 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 6, 2025","October 5, 2025 5:19 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 7, 2025","October 6, 2025 5:14 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 8, 2025","October 7, 2025 5:03 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 9, 2025","October 8, 2025 5:11 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 10, 2025","October 9, 2025 5:02 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 11, 2025","October 10, 2025 5:08 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 12, 2025","October 11, 2025 5:08 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 13, 2025","October 12, 2025 5:02 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 14, 2025","October 13, 2025 5:14 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 15, 2025","October 14, 2025 5:05 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 16, 2025","October 15, 2025 5:05 PM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
