Name,Created time,Progress,Progress statement,Total,⏰ Get up early,✍🏻 Journal,🏃🏻 Workout,📃 Reading,📈 Focused Work,🙏🏻 Gratitude & Self Love,🚶🏻‍♀️ Walking,🧘 Meditation,🧘🏻 Movement Practice,🪥 Floss
"@August 10, 2024","August 10, 2024 2:22 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 11, 2024","August 11, 2024 1:11 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 12, 2024","August 12, 2024 1:12 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 13, 2024","August 13, 2024 2:24 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 14, 2024","August 14, 2024 2:10 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 15, 2024","August 15, 2024 1:09 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 16, 2024","August 16, 2024 3:10 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 17, 2024","August 17, 2024 1:31 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 18, 2024","August 18, 2024 3:26 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 19, 2024","August 19, 2024 3:22 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 20, 2024","August 20, 2024 1:26 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 21, 2024","August 21, 2024 2:20 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 22, 2024","August 22, 2024 3:37 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 23, 2024","August 23, 2024 1:32 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 24, 2024","August 24, 2024 3:56 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 25, 2024","August 25, 2024 3:53 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 26, 2024","August 26, 2024 2:46 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 27, 2024","August 27, 2024 3:30 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 28, 2024","August 28, 2024 1:22 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 29, 2024","August 29, 2024 3:20 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 30, 2024","August 30, 2024 1:23 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@August 31, 2024","August 31, 2024 1:56 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 1, 2024","September 1, 2024 3:23 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 2, 2024","September 2, 2024 3:11 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 3, 2024","September 3, 2024 3:41 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 4, 2024","September 4, 2024 3:48 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 5, 2024","September 5, 2024 3:54 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 6, 2024","September 6, 2024 1:55 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 7, 2024","September 7, 2024 1:29 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 8, 2024","September 8, 2024 1:05 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 9, 2024","September 9, 2024 1:16 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 10, 2024","September 10, 2024 2:53 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 11, 2024","September 11, 2024 2:12 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 12, 2024","September 12, 2024 1:36 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 13, 2024","September 13, 2024 2:13 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 14, 2024","September 14, 2024 1:52 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 15, 2024","September 15, 2024 3:54 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 16, 2024","September 16, 2024 2:18 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 17, 2024","September 17, 2024 3:53 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 18, 2024","September 18, 2024 2:51 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 19, 2024","September 19, 2024 3:50 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 20, 2024","September 20, 2024 3:29 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 21, 2024","September 21, 2024 3:24 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 22, 2024","September 22, 2024 1:59 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 23, 2024","September 23, 2024 2:23 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 24, 2024","September 24, 2024 2:24 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 25, 2024","September 25, 2024 1:03 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 26, 2024","September 26, 2024 2:30 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 27, 2024","September 27, 2024 1:40 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 28, 2024","September 28, 2024 3:01 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 29, 2024","September 29, 2024 2:03 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@September 30, 2024","September 30, 2024 2:42 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 1, 2024","October 1, 2024 3:12 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 2, 2024","October 2, 2024 2:22 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 3, 2024","October 3, 2024 2:37 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 4, 2024","October 4, 2024 1:15 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 5, 2024","October 5, 2024 1:49 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 6, 2024","October 6, 2024 1:48 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 7, 2024","October 7, 2024 3:47 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 8, 2024","October 8, 2024 1:08 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 9, 2024","October 9, 2024 2:39 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 10, 2024","October 10, 2024 2:36 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 11, 2024","October 11, 2024 1:54 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 12, 2024","October 12, 2024 3:56 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 13, 2024","October 13, 2024 3:20 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 14, 2024","October 14, 2024 2:26 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 15, 2024","October 15, 2024 1:36 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 16, 2024","October 16, 2024 1:21 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 17, 2024","October 17, 2024 1:51 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 18, 2024","October 18, 2024 1:42 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 19, 2024","October 19, 2024 1:59 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 20, 2024","October 20, 2024 1:59 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 21, 2024","October 21, 2024 1:31 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 22, 2024","October 22, 2024 3:12 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 23, 2024","October 23, 2024 3:00 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 24, 2024","October 24, 2024 3:29 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 25, 2024","October 25, 2024 2:28 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 26, 2024","October 26, 2024 1:11 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 27, 2024","October 27, 2024 2:44 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 28, 2024","October 28, 2024 1:40 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 29, 2024","October 29, 2024 1:54 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 30, 2024","October 30, 2024 1:23 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@October 31, 2024","October 31, 2024 3:51 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 1, 2024","November 1, 2024 2:20 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 2, 2024","November 2, 2024 2:50 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 3, 2024","November 3, 2024 2:40 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 4, 2024","November 4, 2024 2:39 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 5, 2024","November 5, 2024 2:20 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 6, 2024","November 6, 2024 3:28 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 7, 2024","November 7, 2024 4:05 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 8, 2024","November 8, 2024 2:08 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 9, 2024","November 9, 2024 2:20 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 10, 2024","November 10, 2024 4:40 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 11, 2024","November 11, 2024 3:02 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 12, 2024","November 12, 2024 3:21 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 13, 2024","November 13, 2024 2:03 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 14, 2024","November 14, 2024 4:41 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 15, 2024","November 15, 2024 2:59 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 16, 2024","November 16, 2024 3:43 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 17, 2024","November 17, 2024 4:31 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 18, 2024","November 18, 2024 3:45 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 19, 2024","November 19, 2024 4:42 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 20, 2024","November 20, 2024 3:35 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 21, 2024","November 21, 2024 2:31 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 22, 2024","November 22, 2024 2:57 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 23, 2024","November 23, 2024 3:44 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 24, 2024","November 24, 2024 2:17 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 25, 2024","November 25, 2024 4:29 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 26, 2024","November 26, 2024 3:05 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 27, 2024","November 27, 2024 2:46 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 28, 2024","November 28, 2024 3:26 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 29, 2024","November 29, 2024 4:22 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@November 30, 2024","November 30, 2024 4:22 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 1, 2024","December 1, 2024 4:57 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 2, 2024","December 2, 2024 3:44 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 3, 2024","December 3, 2024 4:11 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 4, 2024","December 4, 2024 3:54 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 5, 2024","December 5, 2024 4:52 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 6, 2024","December 6, 2024 2:20 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 7, 2024","December 7, 2024 4:32 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 8, 2024","December 8, 2024 4:03 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 9, 2024","December 9, 2024 2:02 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 10, 2024","December 10, 2024 3:35 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 11, 2024","December 11, 2024 3:02 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 12, 2024","December 12, 2024 2:39 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 13, 2024","December 13, 2024 4:47 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 14, 2024","December 14, 2024 3:45 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 15, 2024","December 15, 2024 4:52 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 16, 2024","December 16, 2024 4:18 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 17, 2024","December 17, 2024 3:21 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 18, 2024","December 18, 2024 3:42 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 19, 2024","December 19, 2024 4:05 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 20, 2024","December 20, 2024 2:07 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 21, 2024","December 21, 2024 4:20 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 22, 2024","December 22, 2024 4:31 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 23, 2024","December 23, 2024 3:32 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 24, 2024","December 24, 2024 4:49 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 25, 2024","December 25, 2024 3:45 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 26, 2024","December 26, 2024 4:19 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 27, 2024","December 27, 2024 2:15 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 28, 2024","December 28, 2024 3:20 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 29, 2024","December 29, 2024 4:37 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 30, 2024","December 30, 2024 4:06 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@December 31, 2024","December 31, 2024 4:18 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 1, 2025","January 1, 2025 3:56 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 2, 2025","January 2, 2025 4:37 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 3, 2025","January 3, 2025 2:52 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 4, 2025","January 4, 2025 4:06 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 5, 2025","January 5, 2025 4:03 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 6, 2025","January 6, 2025 2:46 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 7, 2025","January 7, 2025 3:50 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 8, 2025","January 8, 2025 2:31 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 9, 2025","January 9, 2025 3:44 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 10, 2025","January 10, 2025 4:16 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 11, 2025","January 11, 2025 2:40 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 12, 2025","January 12, 2025 3:09 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 13, 2025","January 13, 2025 3:33 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 14, 2025","January 14, 2025 4:19 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 15, 2025","January 15, 2025 2:33 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 16, 2025","January 16, 2025 4:54 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 17, 2025","January 17, 2025 4:20 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 18, 2025","January 18, 2025 4:24 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 19, 2025","January 19, 2025 3:17 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 20, 2025","January 20, 2025 3:26 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 21, 2025","January 21, 2025 4:57 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 22, 2025","January 22, 2025 2:42 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 23, 2025","January 23, 2025 2:58 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 24, 2025","January 24, 2025 4:42 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 25, 2025","January 25, 2025 4:05 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 26, 2025","January 26, 2025 2:29 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 27, 2025","January 27, 2025 3:31 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 28, 2025","January 28, 2025 2:22 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 29, 2025","January 29, 2025 2:09 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 30, 2025","January 30, 2025 2:52 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@January 31, 2025","January 31, 2025 3:56 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 1, 2025","February 1, 2025 4:24 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 2, 2025","February 2, 2025 4:28 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 3, 2025","February 3, 2025 4:41 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 4, 2025","February 4, 2025 2:42 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 5, 2025","February 5, 2025 2:46 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 6, 2025","February 6, 2025 2:34 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 7, 2025","February 7, 2025 4:52 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 8, 2025","February 8, 2025 3:47 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 9, 2025","February 9, 2025 2:31 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 10, 2025","February 10, 2025 4:35 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 11, 2025","February 11, 2025 4:29 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 12, 2025","February 12, 2025 2:06 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 13, 2025","February 13, 2025 3:02 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 14, 2025","February 14, 2025 2:53 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 15, 2025","February 15, 2025 3:55 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 16, 2025","February 16, 2025 3:38 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 17, 2025","February 17, 2025 2:08 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 18, 2025","February 18, 2025 2:49 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 19, 2025","February 19, 2025 3:32 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 20, 2025","February 20, 2025 2:46 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 21, 2025","February 21, 2025 2:12 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 22, 2025","February 22, 2025 4:49 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 23, 2025","February 23, 2025 2:06 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 24, 2025","February 24, 2025 3:07 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 25, 2025","February 25, 2025 4:41 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 26, 2025","February 26, 2025 3:06 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 27, 2025","February 27, 2025 4:10 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@February 28, 2025","February 28, 2025 4:14 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 1, 2025","March 1, 2025 3:26 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 2, 2025","March 2, 2025 2:53 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 3, 2025","March 3, 2025 4:09 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 4, 2025","March 4, 2025 4:05 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 5, 2025","March 5, 2025 4:17 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 6, 2025","March 6, 2025 3:28 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 7, 2025","March 7, 2025 2:06 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 8, 2025","March 8, 2025 4:44 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 9, 2025","March 9, 2025 2:02 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 10, 2025","March 10, 2025 1:13 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 11, 2025","March 11, 2025 2:49 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 12, 2025","March 12, 2025 3:29 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 13, 2025","March 13, 2025 3:54 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 14, 2025","March 14, 2025 1:42 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 15, 2025","March 15, 2025 2:33 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 16, 2025","March 16, 2025 3:36 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 17, 2025","March 17, 2025 1:45 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 18, 2025","March 18, 2025 1:16 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 19, 2025","March 19, 2025 2:06 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 20, 2025","March 20, 2025 2:47 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 21, 2025","March 21, 2025 2:12 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 22, 2025","March 22, 2025 2:09 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 23, 2025","March 23, 2025 1:00 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 24, 2025","March 24, 2025 1:01 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 25, 2025","March 25, 2025 1:01 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 26, 2025","March 26, 2025 1:00 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 27, 2025","March 27, 2025 1:01 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 28, 2025","March 28, 2025 1:04 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 29, 2025","March 29, 2025 1:03 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 30, 2025","March 30, 2025 1:07 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@March 31, 2025","March 31, 2025 1:05 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 1, 2025","April 1, 2025 10:10 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 2, 2025","April 2, 2025 1:05 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 3, 2025","April 3, 2025 1:04 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 4, 2025","April 4, 2025 1:02 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 5, 2025","April 5, 2025 1:04 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 6, 2025","April 6, 2025 1:06 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 7, 2025","April 7, 2025 1:04 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 8, 2025","April 8, 2025 1:02 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 9, 2025","April 9, 2025 1:04 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 10, 2025","April 10, 2025 1:00 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 11, 2025","April 11, 2025 1:06 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 12, 2025","April 12, 2025 1:01 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 13, 2025","April 13, 2025 1:05 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 14, 2025","April 14, 2025 1:07 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 15, 2025","April 15, 2025 1:02 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 16, 2025","April 16, 2025 1:02 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 17, 2025","April 17, 2025 1:03 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
"@April 18, 2025","April 18, 2025 1:06 AM",0,10 more to go,0,No,No,No,No,No,No,No,No,No,No
